"data_input","input_id","type","drug","input_markers"
"proteomics","aml_KIN001.266","aml","KIN001.266","I.BET151.aml-bardoxolone.methyl.aml-THZ.2.49.aml-dacarbazine.aml-QL.X.138.aml-spautin.1.aml-AZD8055.aml-KU.0063794.aml-KIN001.260.aml-simvastatin.aml-FR.180204.aml-EKB.569.aml-ABT.737.aml-ABT.199.aml-erastin.aml-GSK269962A.aml-R428.aml-PX.12.aml-Sunitinib.aml-NSC19630.aml-BHG712.aml"
"proteomics","aml_KPT185","aml","KPT185","AZD8055.aml-Mitomycin.C.aml-KU.0063794.aml-QL.XII.47.aml-GMX.1778.aml-QS11.aml-I.BET151.aml-MG.132.aml-Obatoclax.Mesylate.aml-Talazoparib.aml-ABT.737.aml-Elesclomol.aml-NSC19630.aml-TW.37.aml-TAE684.aml-DMOG.aml-phenformin.aml"
"proteomics","aml_KU 0060648","aml","KU 0060648","QL.X.138.aml-NSC23766.aml-NVP.BEZ235.aml-GSK690693.aml-BYL.719.aml-X17.AAG.aml-LE.135.aml-KU.0060648.aml-AZD7762.aml-AZD6482.aml-NVP.ADW742.aml-SNX.2112.aml-X681640.aml-JNK.9L.aml-pluripotin.aml-GDC.0941.aml-AT.7519.aml-BX.912.aml-simvastatin.aml-OSI.027.aml-tipifarnib.aml-PHA.793887.aml-CAL.101.aml-OSI.906.aml-PD.0332991.aml-OSU.03012.aml-KIN001.260.aml-GSK429286A.aml-MPS.1.IN.1.aml-Vinorelbine.aml-R428.aml-GMX.1778.aml-GSK461364.aml-RG.108.aml-Compound.7d.cis.aml-RITA.aml-ABT.737.aml-Cytarabine.aml-X16.beta.bromoandrosterone.aml-ABT.199.aml-GSK1120212.aml"
"proteomics","aml_KU.0063794","aml","KU.0063794","KU.0063794.aml-QL.X.138.aml-QS11.aml-AZD8055.aml-NVP.BEZ235.aml-OSU.03012.aml-CAL.101.aml-Vinorelbine.aml-fluvastatin.aml-Genentech.Cpd.10.aml-Pyrimethamine.aml-IPA.3.aml-Bleomycin.aml-S.Trityl.L.cysteine.aml-Nutlin.3.aml-Rapamycin.aml-CD.1530.aml-OSI.027.aml-I.BET151.aml-MPS.1.IN.1.aml-GSK429286A.aml-AT.406.aml-KIN001.244.aml-ZSTK474.aml-BMS.509744.aml-AT.7519.aml-T0901317.aml-CCT007093.aml-tubastatin.A.aml-X5.FU.aml-GSK461364.aml-rigosertib.aml-R428.aml-AZD.7545.aml-Compound.7d.cis.aml-clofarabine.aml-ABT.263.aml"
"proteomics","aml_KU.60019","aml","KU.60019","StemRegenin.1.aml-bardoxolone.methyl.aml-NVP.231.aml-ML210.aml-X.5Z..7.Oxozeaenol.aml-avrainvillamide.aml-KU.0063794.aml-nakiterpiosin.aml-MLN2238.aml-Zebularine.aml-CD.437.aml-manumycin.A.aml-FQI.2.aml-ETP.46464.aml-NVP.BEZ235.aml-VX.11e.aml-spautin.1.aml-austocystin.d.aml-simvastatin.aml-erastin.aml-foretinib.aml-ABT.199.aml-Irinotecan.aml-DMOG.aml-PX.12.aml-GSK1120212.aml"
"proteomics","aml_KW.2449","aml","KW.2449","Vinorelbine.aml-Ki8751.aml-tandutinib.aml-T0901317.aml-CR.1.31B.aml-tamatinib.aml-AT7867.aml-PI.103.aml-CAL.101.aml-fluvastatin.aml-KW.2449.aml-CCT007093.aml-GSK1070916.aml-Ispinesib.Mesylate.aml-BIX02189.aml-PF.562271.aml-KIN001.244.aml-PHA.793887.aml-KIN001.102.aml-Camptothecin.aml-Nutlin.3a.....aml-BX.912.aml-foretinib.aml-PIK.93.aml-BMS.536924.aml-Nutlin.3.aml-brefeldin.A.aml-Y.39983.aml-NPK76.II.72.1.aml-VNLG.124.aml-rigosertib.aml-KPT185.aml-FK866.aml-Epothilone.B.aml-belinostat.aml-X3.Cl.AHPC.aml-clofarabine.aml-Compound.7d.cis.aml"
"proteomics","aml_KX2.391","aml","KX2.391","KX2.391.aml-LAQ824.aml-I.BET.762.aml-AR.42.aml-JW.7.24.1.aml-JQ.1.aml-Epothilone.B.aml-CX.5461.aml-CAY10603.aml-TG.101348.aml-Docetaxel.aml-QL.XII.47.aml-TPCA.1.aml-TAK.715.aml-Doxorubicin.aml-belinostat.aml-FH535.aml-NG.25.aml-EKB.569.aml-QL.XI.92.aml-Bortezomib.aml-MS.275.aml-TL.1.85.aml-SU11274.aml-Panobinostat.aml-MG.132.aml-RAF265.aml-Vandetanib.aml-Merck60.aml-parbendazole.aml-ETP.46464.aml-NSC19630.aml-cucurbitacin.I.aml-barasertib.aml-AT7867.aml-KW.2449.aml-Ko.143.aml-StemRegenin.1.aml-PIK.93.aml-YM.155.aml-SB.743921.aml-pyrazolanthrone.aml-manumycin.A.aml-FMK.aml-ZSTK474.aml"
"proteomics","aml_lapatinib","aml","lapatinib","JNK.9L.aml-pyrazolanthrone.aml-ZM.447439.aml-cucurbitacin.I.aml-PF.562271.aml-LE.135.aml-CR.1.31B.aml-GSK269962A.aml-temsirolimus.aml-BYL.719.aml-X3.Cl.AHPC.aml-GMX.1778.aml-SU11274.aml-MG.132.aml-clofarabine.aml-KPT185.aml-KX2.391.aml"
"proteomics","aml_LAQ824","aml","LAQ824","LAQ824.aml-I.BET.762.aml-Docetaxel.aml-ML320.aml-KX2.391.aml-QL.XII.47.aml-MG.132.aml-Talazoparib.aml-clofarabine.aml-AR.42.aml-GMX.1778.aml-TG.101348.aml-TPCA.1.aml-JQ.1.aml-TL.1.85.aml-NG.25.aml-CAY10603.aml-Epothilone.B.aml-Mitomycin.C.aml-belinostat.aml-CX.5461.aml-Bortezomib.aml-KPT185.aml-RAF265.aml-X3.Cl.AHPC.aml-GSK.650394.aml-Cytarabine.aml-JW.7.24.1.aml-Doxorubicin.aml-GSK461364.aml-ETP.46464.aml-temsirolimus.aml-GSK1059615.aml-cucurbitacin.I.aml-pyrazolanthrone.aml-AT.406.aml-NSC19630.aml-KU.0060648.aml-birinapant.aml-manumycin.A.aml-barasertib.aml-BYL.719.aml-MK.2206.aml-StemRegenin.1.aml-NVP.231.aml-KW.2449.aml-VER.155008.aml-Rapamycin.aml-Ko.143.aml-MLN4924.aml-canertinib.aml-SB.743921.aml-SNS.032.aml-AZD6244.aml-AM.580.aml-epigallocatechin.3.monogallate.aml-YM.155.aml-AZ.3146.aml-ZSTK474.aml-SMER.3.aml"
"proteomics","aml_LBW242","aml","LBW242","parbendazole.aml-KU.60019.aml-pazopanib.aml-ML162.aml-Bosutinib.aml-birinapant.aml-momelotinib.aml-temsirolimus.aml-epigallocatechin.3.monogallate.aml-CHEMBL1222381.aml-brivanib.aml-FQI.2.aml-Mdivi.1.aml-importazole.aml-AZD.7545.aml-silmitasertib.aml-Docetaxel.aml-spautin.1.aml-GMX.1778.aml-VX.11e.aml-PD.0332991.aml-X16.beta.bromoandrosterone.aml-RDEA119.aml-Lisitinib.aml-Talazoparib.aml-AS605240.aml-Bexarotene.aml-QL.XII.47.aml-purmorphamine.aml-CD.1530.aml-clofarabine.aml-BMS.754807.aml-Mitomycin.C.aml-Parthenolide.aml-CI.1040.aml-XMD8.85.aml"
"proteomics","aml_LE.135","aml","LE.135","AZD6244.aml-PD318088.aml-Ch.55.aml-ZSTK474.aml-NVP.BEZ235.aml-YM.155.aml-Bexarotene.aml-LE.135.aml-FMK.aml-KU.0060648.aml-Methotrexate.aml-CAL.101.aml-SNS.032.aml-ETP.46464.aml-KIN001.244.aml-AT.7519.aml-Nutlin.3.aml-CD.1530.aml-X5.FU.aml-CGP.60474.aml-KU.0063794.aml-Rapamycin.aml-GSK1059615.aml-OSI.906.aml-THZ.2.102.1.aml-AM.580.aml-AZD6482.aml-prima.1.aml-NVP.ADW742.aml-WZ3105.aml-LAQ824.aml-belinostat.aml-AR.42.aml-Panobinostat.aml-Cytarabine.aml-RAF265.aml-HG.6.64.1.aml-GSK461364.aml-CP466722.aml-ML320.aml-TL.1.85.aml-RG.108.aml-decitabine.aml-ruxolitinib.aml-ML162.aml-momelotinib.aml-MG.132.aml-TG.101348.aml-CX.5461.aml-GMX.1778.aml-CAY10618.aml-BAY.61.3606.aml-TPCA.1.aml-RITA.aml-NG.25.aml"
"proteomics","aml_lenvatinib","aml","lenvatinib","tamatinib.aml-SN.38.aml-CR.1.31B.aml-AT7867.aml-Ki8751.aml-AZ.3146.aml-canertinib.aml-KW.2449.aml-BIX02189.aml-BMS.509744.aml-foretinib.aml-Axitinib.aml-pyrazolanthrone.aml-GSK690693.aml-Vinorelbine.aml-KX2.391.aml-Lisitinib.aml-PD318088.aml-Docetaxel.aml-GSK461364.aml-avrainvillamide.aml-rigosertib.aml"
"proteomics","aml_leptomycin B","aml","leptomycin B","GSK461364.aml-parbendazole.aml-KPT185.aml-ABT.199.aml-AS605240.aml-rigosertib.aml-Lisitinib.aml-CD.1530.aml-Bosutinib.aml-AM.580.aml-pazopanib.aml-TW.37.aml-Pyrimethamine.aml-ABT.737.aml-Bryostatin.1.aml-BX.795.aml-GSK690693.aml-phenformin.aml-Vinblastine.aml-PD173074.aml-Ch.55.aml-AA.COCF3.aml-X681640.aml-Axitinib.aml-GDC.0941.aml-ATRA.aml-OSI.930.aml-Methotrexate.aml-Dasatinib.aml-CCT007093.aml-AT.7519.aml-Bleomycin.aml-Obatoclax.Mesylate.aml-Camptothecin.aml-tipifarnib.aml-NVP.ADW742.aml-VER.155008.aml"
"proteomics","aml_LFM.A13","aml","LFM.A13","JQ12.aml-foretinib.aml-XMD8.85.aml-PX.12.aml-AUY922.aml-BMS.754807.aml-Elesclomol.aml-Sunitinib.aml-TAE684.aml-embelin.aml-AZ628.aml-VNLG.124.aml-Tipifarnib.aml-PD.0325901.aml-Lisitinib.aml-GSK1070916.aml-MPS.1.IN.1.aml-BMS.345541.aml-BHG712.aml-A.443654.aml-Y.39983.aml-BMS.509744.aml-VX.680.aml-FMK.aml-PD.0332991.aml-BMS.536924.aml-GSK1120212.aml-PF.562271.aml-CGP.60474.aml-erastin.aml-MLN2238.aml-STF.31.aml-RG.108.aml-indisulam.aml-FK866.aml-CH5424802.aml-isoevodiamine.aml-momelotinib.aml-Merck60.aml-decitabine.aml-X3.Cl.AHPC.aml-CD.437.aml-NVP.BSK805.aml-CAY10603.aml-CAY10618.aml-CHEMBL1222381.aml-phloretin.aml-SCH.79797.aml-AR.42.aml-QL.XI.92.aml-TAK.715.aml-THZ.2.49.aml-JW.7.24.1.aml-nakiterpiosin.aml-Vandetanib.aml"
"proteomics","aml_linifanib","aml","linifanib","linifanib.aml-CR.1.31B.aml-BIX02189.aml-QS11.aml-JNK.9L.aml-tamatinib.aml-SN.38.aml-AT7867.aml-Vinorelbine.aml-Bryostatin.1.aml-oligomycin.a.aml-BX.912.aml-GDC.0941.aml-ZM.447439.aml-etoposide.aml-X17.AAG.aml-GSK.650394.aml-PD.0332991.aml-MLN4924.aml-AZD7762.aml-CCT007093.aml-IPA.3.aml-BAY.61.3606.aml-CCT018159.aml-TW.37.aml-X5.FU.aml-simvastatin.aml-Vinblastine.aml-PHA.793887.aml-KIN001.244.aml-Compound.7d.cis.aml-KPT185.aml-KX2.391.aml-importazole.aml-PD318088.aml-rigosertib.aml-R428.aml"
"proteomics","aml_Lisitinib","aml","Lisitinib","Cytarabine.aml-Tipifarnib.aml-Lisitinib.aml-BMS.754807.aml-BMS.345541.aml-ABT.263.aml-foretinib.aml-GSK1120212.aml-JQ12.aml-XMD8.85.aml-Parthenolide.aml-AS605240.aml-RDEA119.aml-VX.11e.aml-GSK269962A.aml-PD.0325901.aml-AUY922.aml-AZ628.aml-JNK.9L.aml-TAE684.aml-CI.1040.aml-CD.437.aml-avrainvillamide.aml-STF.31.aml-FQI.2.aml-nakiterpiosin.aml-indisulam.aml-isoevodiamine.aml-CHEMBL1222381.aml-CD.1530.aml-brivanib.aml-MLN2238.aml-MP470.aml-KU.60019.aml-phloretin.aml-austocystin.d.aml-I.BET151.aml-FR.180204.aml-CAY10618.aml-NVP.BSK805.aml-SR.II.138A.aml-AT.406.aml-THZ.2.49.aml-VER.155008.aml-Dasatinib.aml-GSK525762A.aml-epigallocatechin.3.monogallate.aml-AA.COCF3.aml-EKB.569.aml-SCH.79797.aml-NSC48300.aml"
"proteomics","aml_lovastatin","aml","lovastatin","SU11274.aml-TL.2.105.aml-omacetaxine.mepesuccinate.aml-indisulam.aml-TAK.715.aml-nakiterpiosin.aml-CUDC.101.aml-pluripotin.aml-vincristine.aml-austocystin.d.aml-tipifarnib.aml-THZ.2.49.aml-STF.62247.aml-Vandetanib.aml-AA.COCF3.aml-QL.XI.92.aml-Dasatinib.aml-brivanib.aml-bardoxolone.methyl.aml-LY317615.aml-Doxorubicin.aml-QL.X.138.aml-simvastatin.aml-spautin.1.aml-Axitinib.aml-NSC23766.aml-I.BET151.aml-GSK525762A.aml-QS11.aml-X17.AAG.aml-erastin.aml-R428.aml-ABT.199.aml-ABT.263.aml-PX.12.aml-Panobinostat.aml-NSC19630.aml-Lisitinib.aml"
"proteomics","aml_LRRK2.IN.1","aml","LRRK2.IN.1","CAY10603.aml-I.BET151.aml-EKB.569.aml-X3.Cl.AHPC.aml-QL.XII.47.aml-Merck60.aml-SU11274.aml-QL.X.138.aml-TAK.715.aml-AR.42.aml-QL.XI.92.aml-omacetaxine.mepesuccinate.aml-JW.7.24.1.aml-parbendazole.aml-KX2.391.aml-regorafenib.aml-Doxorubicin.aml-NSC19630.aml-SL.0101.1.aml-birinapant.aml-ABT.737.aml-Elesclomol.aml-Vinblastine.aml-PX.12.aml-BIX02189.aml-Camptothecin.aml-foretinib.aml-ATRA.aml-FMK.aml-Sunitinib.aml-R428.aml-NSC95397.aml-cabozantinib.aml-AP.24534.aml-WZ3105.aml"
"proteomics","aml_LY.2183240","aml","LY.2183240","parbendazole.aml-Mdivi.1.aml-ML210.aml-R428.aml-GSK461364.aml-Tipifarnib.aml-dacarbazine.aml-AZD6244.aml-fluvastatin.aml-tamatinib.aml-GSK690693.aml-TL.2.105.aml-KIN001.102.aml-CUDC.101.aml-AICAR.aml-QS11.aml-AC220.aml-importazole.aml-CD.1530.aml-SNX.2112.aml"
"proteomics","aml_LY317615","aml","LY317615","LY317615.aml-SNX.2112.aml-GSK2126458.aml-Genentech.Cpd.10.aml-TL.2.105.aml-CUDC.101.aml-tubastatin.A.aml-QL.X.138.aml-QS11.aml-TAK.715.aml-KIN001.102.aml-STF.62247.aml-SU11274.aml-QL.XII.47.aml-Sorafenib.aml-CX.5461.aml-thapsigargin.aml-I.BET151.aml-Doxorubicin.aml-OSI.027.aml-Obatoclax.Mesylate.aml-GSK690693.aml-tamatinib.aml-X.5Z..7.Oxozeaenol.aml-GSK525762A.aml-Vandetanib.aml-CH5424802.aml-NVP.BSK805.aml-SR.II.138A.aml-Dasatinib.aml-PD318088.aml-ABT.263.aml-NSC19630.aml-CI.1040.aml-R428.aml-GSK461364.aml-X16.beta.bromoandrosterone.aml"
"proteomics","aml_manumycin A","aml","manumycin A","Bosutinib.aml-nakiterpiosin.aml-avrainvillamide.aml-ML210.aml-NVP.231.aml-FQI.2.aml-VER.155008.aml-CD.437.aml-Mdivi.1.aml-manumycin.A.aml-KU.60019.aml-brivanib.aml-AA.COCF3.aml-foretinib.aml-Lisitinib.aml-AS605240.aml-ABT.263.aml-DMOG.aml-BMS.754807.aml-JQ12.aml-JNK.9L.aml-Cytarabine.aml"
"proteomics","aml_masitinib","aml","masitinib","THZ.2.49.aml-TAK.715.aml-indisulam.aml-CH5424802.aml-oligomycin.a.aml-CHEMBL1222381.aml-ruxolitinib.aml-simvastatin.aml-Merck60.aml-FR.180204.aml-isoevodiamine.aml-QL.XI.92.aml-SCH.79797.aml-Zebularine.aml-vincristine.aml-phloretin.aml-EKB.569.aml-austocystin.d.aml-KIN001.260.aml-SMER.3.aml-Vandetanib.aml-AC220.aml-FK866.aml-KIN001.055.aml-BHG712.aml-GSK1120212.aml-Irinotecan.aml-erastin.aml-Sunitinib.aml-Lisitinib.aml-CI.1040.aml-RDEA119.aml"
"proteomics","aml_Mdivi.1","aml","Mdivi.1","Mdivi.1.aml-avrainvillamide.aml-AZD.7545.aml-isoevodiamine.aml-STF.31.aml-ML210.aml-NVP.231.aml-manumycin.A.aml-GSK2126458.aml-tubastatin.A.aml-BMS.345541.aml-KIN001.102.aml-QL.XII.47.aml-tandutinib.aml-BMS.536924.aml-shikonin.aml-TAE684.aml-etoposide.aml-SNX.2112.aml-AUY922.aml-GSK690693.aml-LAQ824.aml-MS.275.aml-JNK.9L.aml-AS605240.aml-QL.X.138.aml-GSK429286A.aml"
"proteomics","aml_Merck60","aml","Merck60","I.BET151.aml-JW.7.24.1.aml-Merck60.aml-LY317615.aml-Doxorubicin.aml-QL.XI.92.aml-EKB.569.aml-CAY10603.aml-I.BET.762.aml-THZ.2.49.aml-QS11.aml-CX.5461.aml-CUDC.101.aml-CH5424802.aml-phloretin.aml-GSK525762A.aml-AR.42.aml-NG.25.aml-TAK.715.aml-Genentech.Cpd.10.aml-Vandetanib.aml-QL.XII.47.aml-KU.60019.aml-SR.II.138A.aml-QL.X.138.aml-SNX.2112.aml-STF.62247.aml-NVP.BSK805.aml-CHEMBL1222381.aml-AC220.aml-NSC19630.aml-R428.aml-CI.1040.aml-PD318088.aml-AZ628.aml-XMD8.85.aml-Lisitinib.aml-GSK269962A.aml-ABT.263.aml-GSK1120212.aml-RDEA119.aml-BHG712.aml-ETP.46464.aml-Elesclomol.aml-Sunitinib.aml-VX.680.aml-purmorphamine.aml-cucurbitacin.I.aml"
"proteomics","aml_Methotrexate","aml","Methotrexate","Gemcitabine.aml-BX.795.aml-Methotrexate.aml-X681640.aml-CEP.701.aml-phenformin.aml-Pyrimethamine.aml-IPA.3.aml-Vinblastine.aml-Bryostatin.1.aml-tipifarnib.aml-X.5Z..7.Oxozeaenol.aml-Midostaurin.aml-linifanib.aml-PD.0332991.aml-GSK.650394.aml-AZD6482.aml-MPS.1.IN.1.aml-AT.7519.aml-DMOG.aml-Zebularine.aml-AZD7762.aml-thapsigargin.aml-X5.FU.aml-brefeldin.A.aml-simvastatin.aml-OSI.930.aml-PD173074.aml-LY317615.aml-S.Trityl.L.cysteine.aml-GMX.1778.aml-Compound.7d.cis.aml-clofarabine.aml-momelotinib.aml-importazole.aml-ABT.199.aml-AZD.7545.aml-KPT185.aml-X16.beta.bromoandrosterone.aml-SB.743921.aml-GSK461364.aml-regorafenib.aml"
"proteomics","aml_methylstat","aml","methylstat","ETP.46464.aml-cucurbitacin.I.aml-StemRegenin.1.aml-Mdivi.1.aml-Zebularine.aml-epigallocatechin.3.monogallate.aml-ML210.aml-RITA.aml-LAQ824.aml-Docetaxel.aml-KX2.391.aml-GSK2126458.aml-I.BET.762.aml-Doxorubicin.aml-QL.XII.47.aml-TG.101348.aml-TL.1.85.aml-SNX.2112.aml-SU11274.aml-JQ.1.aml-Midostaurin.aml-Irinotecan.aml-TAK.715.aml-NG.25.aml-Panobinostat.aml-JW.7.24.1.aml-AR.42.aml-CX.5461.aml-shikonin.aml-KIN001.102.aml-tubastatin.A.aml-HG.6.64.1.aml"
"proteomics","aml_MG.132","aml","MG.132","MG.132.aml-Talazoparib.aml-Mitomycin.C.aml-Bortezomib.aml-RG.108.aml-Compound.7d.cis.aml-GMX.1778.aml-RAF265.aml-JQ.1.aml-QL.XII.47.aml-ML320.aml-ABT.263.aml-JW.7.24.1.aml-Z.LLNle.CHO.aml-clofarabine.aml-I.BET.762.aml-Obatoclax.Mesylate.aml-LAQ824.aml-Cytarabine.aml-Vorinostat.aml-R428.aml-KPT185.aml-CX.5461.aml-FH535.aml-X3.Cl.AHPC.aml-Genentech.Cpd.10.aml-MLN2238.aml-TG.101348.aml-prima.1.aml-pyrazolanthrone.aml-LE.135.aml-MK.2206.aml-temsirolimus.aml-MLN4924.aml-SMER.3.aml-CR.1.31B.aml-SNS.032.aml-canertinib.aml-Axitinib.aml-X17.AAG.aml-AZ.3146.aml-ZM.447439.aml-birinapant.aml-NSC23766.aml-GDC.0941.aml-NSC48300.aml-pluripotin.aml-VER.155008.aml-BYL.719.aml-cabozantinib.aml-GSK1059615.aml-AA.COCF3.aml-AZD6244.aml-NSC19630.aml-tipifarnib.aml-AZD7762.aml-KW.2449.aml-PD.0332991.aml"
"proteomics","aml_MGCD.265","aml","MGCD.265","AT7867.aml-CR.1.31B.aml-BIX02189.aml-tamatinib.aml-canertinib.aml-pyrazolanthrone.aml-Bosutinib.aml-PI.103.aml-Axitinib.aml-JNK.9L.aml-CAL.101.aml-X.5Z..7.Oxozeaenol.aml-birinapant.aml-KW.2449.aml-Vinblastine.aml-YM201636.aml-SN.38.aml-Vinorelbine.aml-GDC.0941.aml-TW.37.aml-AA.COCF3.aml-AZ.3146.aml-T0901317.aml-Midostaurin.aml-CCT007093.aml-KIN001.102.aml-Ki8751.aml-ZM.447439.aml-BX.912.aml-brefeldin.A.aml-KPT185.aml-rigosertib.aml-Compound.7d.cis.aml-X3.Cl.AHPC.aml-R428.aml-Lisitinib.aml-clofarabine.aml"
"proteomics","aml_Midostaurin","aml","Midostaurin","Midostaurin.aml-GSK.650394.aml-AICAR.aml-foretinib.aml-X.5Z..7.Oxozeaenol.aml-oligomycin.a.aml-HG.6.64.1.aml-JNK.9L.aml-BAY.61.3606.aml-tandutinib.aml-Doxorubicin.aml-CP466722.aml-OSI.027.aml-TG.101348.aml-GSK2126458.aml-LAQ824.aml-BIX02189.aml-NG.25.aml-Vinblastine.aml-OSI.930.aml-YM201636.aml-TL.1.85.aml-SU11274.aml-phenformin.aml-ruxolitinib.aml-KIN001.055.aml-fluvastatin.aml-AZD6244.aml-SNS.032.aml-PD318088.aml-Mdivi.1.aml-manumycin.A.aml-SB.743921.aml-AT.406.aml"
"proteomics","aml_Mitomycin.C","aml","Mitomycin.C","Mitomycin.C.aml-Talazoparib.aml-QL.XII.47.aml-tubastatin.A.aml-TG.101348.aml-Genentech.Cpd.10.aml-Midostaurin.aml-I.BET.762.aml-MG.132.aml-QS11.aml-JQ.1.aml-Z.LLNle.CHO.aml-JW.7.24.1.aml-Cytarabine.aml-salermide.aml-NSC19630.aml-PD318088.aml-SB.743921.aml-MK.2206.aml-epigallocatechin.3.monogallate.aml-AZD6244.aml-NSC48300.aml-prima.1.aml"
"proteomics","aml_MK 1775","aml","MK 1775","Bosutinib.aml-brefeldin.A.aml-KU.0063794.aml-CAL.101.aml-pyrazolanthrone.aml-VER.155008.aml-pazopanib.aml-AZD7762.aml-NPK76.II.72.1.aml-KW.2449.aml-CCT007093.aml-BX.912.aml-CR.1.31B.aml-PHA.793887.aml-AT.7519.aml-NVP.ADW742.aml-ZM.447439.aml-Rapamycin.aml-AZD6482.aml-Nutlin.3.aml-MPS.1.IN.1.aml-T0901317.aml-NVP.BEZ235.aml-OSU.03012.aml-temsirolimus.aml-NSC95397.aml-BX.795.aml-StemRegenin.1.aml-AT7867.aml-AP.24534.aml-KPT185.aml-X16.beta.bromoandrosterone.aml-rigosertib.aml-importazole.aml-AZD.7545.aml-Compound.7d.cis.aml-clofarabine.aml-ML320.aml-Parthenolide.aml-MG.132.aml-GSK461364.aml-GMX.1778.aml"
"proteomics","aml_MK.2206","aml","MK.2206","LE.135.aml-MK.2206.aml-GDC.0941.aml-X17.AAG.aml-Bryostatin.1.aml-ZM.447439.aml-NVP.ADW742.aml-AZD6482.aml-NSC48300.aml-KU.0060648.aml-pyrazolanthrone.aml-PHA.793887.aml-OSI.906.aml-canertinib.aml-AZ.3146.aml-BIX02189.aml-cabozantinib.aml-CR.1.31B.aml-NSC23766.aml-KW.2449.aml-BYL.719.aml-pluripotin.aml-prima.1.aml-Vinblastine.aml-PD.0332991.aml-birinapant.aml-X681640.aml-CCT007093.aml-GSK690693.aml-AZD7762.aml-Compound.7d.cis.aml-MG.132.aml-GSK461364.aml-RAF265.aml-GMX.1778.aml-clofarabine.aml-Mitomycin.C.aml-Cytarabine.aml-R428.aml-KPT185.aml-X3.Cl.AHPC.aml-RG.108.aml"
"proteomics","aml_ML162","aml","ML162","RITA.aml-CAY10618.aml-ML162.aml-ML210.aml-STF.31.aml-RG.108.aml-Mdivi.1.aml-MLN2238.aml-GSK461364.aml-GSK690693.aml-TL.2.105.aml-tubastatin.A.aml-KIN001.102.aml-BMS.345541.aml-shikonin.aml-Sorafenib.aml-BMS.536924.aml-QL.X.138.aml-TAK.715.aml-SNX.2112.aml-omacetaxine.mepesuccinate.aml-GSK2126458.aml-etoposide.aml-SU11274.aml-BMS.509744.aml-tandutinib.aml-T0901317.aml"
"proteomics","aml_ML210","aml","ML210","ML210.aml-RITA.aml-RG.108.aml-MLN2238.aml-CAY10618.aml-Mitomycin.C.aml-GMX.1778.aml-StemRegenin.1.aml-STF.31.aml-RAF265.aml-manumycin.A.aml-MG.132.aml-AZD.7545.aml-Compound.7d.cis.aml-VX.11e.aml-oligomycin.a.aml-DMOG.aml-CCT018159.aml-phenformin.aml-NSC95397.aml-AICAR.aml-etoposide.aml-SNX.2112.aml-PD.0332991.aml-TAE684.aml-Sorafenib.aml-thapsigargin.aml-cabozantinib.aml-GSK690693.aml-tandutinib.aml-Midostaurin.aml-foretinib.aml-GSK.650394.aml-CUDC.101.aml-GSK2126458.aml-BMS.536924.aml-KIN001.055.aml-prima.1.aml-CEP.701.aml"
"proteomics","aml_ML239","aml","ML239","Panobinostat.aml-JQ.1.aml-LAQ824.aml-RAF265.aml-RG.108.aml-CX.5461.aml-TPCA.1.aml-rigosertib.aml-BAY.61.3606.aml-JW.7.24.1.aml-AR.42.aml-prima.1.aml-canertinib.aml-AZ.3146.aml-cucurbitacin.I.aml-AM.580.aml-BYL.719.aml-Ki8751.aml-ABT.199.aml-Camptothecin.aml-GSK1059615.aml-tandutinib.aml-birinapant.aml-ATRA.aml-GSK1120212.aml-PX.12.aml-ETP.46464.aml-Nutlin.3a.....aml-KW.2449.aml"
"proteomics","aml_ML311","aml","ML311","StemRegenin.1.aml-FQI.2.aml-Rapamycin.aml-NVP.231.aml-pyrazolanthrone.aml-Ko.143.aml-MLN4924.aml-KW.2449.aml-nakiterpiosin.aml-ML210.aml-AT7867.aml-CR.1.31B.aml-CD.437.aml-VER.155008.aml-KU.0063794.aml-SB.743921.aml-dacarbazine.aml-SN.38.aml-manumycin.A.aml-brivanib.aml-brefeldin.A.aml-barasertib.aml-Zebularine.aml-AA.COCF3.aml-NSC632839.aml-ETP.46464.aml-CAY10618.aml-austocystin.d.aml-pazopanib.aml-X5.FU.aml-KX2.391.aml-Docetaxel.aml-I.BET.762.aml-ML320.aml-AS605240.aml-Compound.7d.cis.aml-clofarabine.aml-Epothilone.B.aml"
"proteomics","aml_ML320","aml","ML320","ML320.aml-MG.132.aml-TPCA.1.aml-LAQ824.aml-TL.1.85.aml-RAF265.aml-I.BET.762.aml-QL.XII.47.aml-Bortezomib.aml-belinostat.aml-TG.101348.aml-JQ.1.aml-RG.108.aml-Vorinostat.aml-AR.42.aml-clofarabine.aml-NG.25.aml-Talazoparib.aml-KPT185.aml-CX.5461.aml-FH535.aml-MLN2238.aml-X3.Cl.AHPC.aml-JW.7.24.1.aml-CAY10603.aml-AICAR.aml-AZD6244.aml-SNS.032.aml-AM.580.aml-GSK1059615.aml-manumycin.A.aml-purmorphamine.aml-ATRA.aml-MLN4924.aml-KU.0060648.aml-temsirolimus.aml-pyrazolanthrone.aml-ZM.447439.aml-WZ3105.aml-NVP.231.aml-OSI.906.aml-Ko.143.aml-ZSTK474.aml-barasertib.aml-Rapamycin.aml-GDC.0941.aml-BYL.719.aml-Ch.55.aml-VER.155008.aml-Camptothecin.aml-X17.AAG.aml-Nutlin.3a.....aml-Bexarotene.aml-NPK76.II.72.1.aml-PD318088.aml-Bosutinib.aml"
